character,keyword,primitive_meanings,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,variants,deck,tags
菊,chrysanthemum,,,2034,,jú,flower + bound up + rice,⿱ (top-bottom),⿱艹匊,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">勹</span> <span style=""color:#666"">bound up</span><br><span style=""color:#1a5276"">米</span> <span style=""color:#666"">rice</span>",,RSH RTH RTK,RSH2::L25
菌,fungus,,,2014,,jūn / jùn,flower + pent in + wild rice,⿱ (top-bottom),⿱艹囷,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">囗</span> <span style=""color:#666"">pent in</span><br><span style=""color:#1a5276"">禾</span> <span style=""color:#666"">standing grain</span> <span style=""color:#999"">(alias: wild rice)</span>",,RSH RTH RTK,RSH2::L25
菜,vegetable,,,666,,cài,flower + pick,⿱ (top-bottom),⿱艹采,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">采</span> <span style=""color:#666"">pick</span>",,RSH RTH RTK,RSH1::L22
菠,spinach,,,1962,,bō,flower + waves,⿱ (top-bottom),⿱艹波,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">波</span> <span style=""color:#666"">waves</span>",,RSH RTH,RSH2::L24
菩,bodhisattva,,,1721,,pú,flower + muzzle,⿱ (top-bottom),⿱艹咅,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">咅</span> <span style=""color:#666"">muzzle</span>",,RSH RTH RTK,RSH2::L19
菱,water caltrop,,,2349,,líng,flower + Minuteclods,⿱ (top-bottom),⿱艹夌,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">夌</span> <span style=""color:#666"">Minuteclods</span>",,RSH RTH RTK,RSH2::L34
菲,humble,,,2632,,Fēi / fēi / fěi,flower + jail cell,⿱ (top-bottom),⿱艹非,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">非</span> <span style=""color:#666"">non-</span> <span style=""color:#999"">(alias: jail cell)</span>",,RSH RTH,RSH2::L41
菸,tobacco,,,,,yān / yū,flower + clothing conveyor,⿱ (top-bottom),⿱艹於,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">於</span> <span style=""color:#666"">Yu</span> <span style=""color:#999"">(alias: clothing conveyor)</span>",,RTH,
萄,grapes (B),,,2994,,táo,flower + canteen,⿱ (top-bottom),⿱艹匋,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">匋</span> <span style=""color:#666"">canteen</span>",,RSH RTH RTK,RSH2::Compounds
萌,bud,,,1580,,méng,flower + bright,⿱ (top-bottom),⿱艹明,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">明</span> <span style=""color:#666"">bright</span>",,RSH RTH RTK,RSH2::L10
萍,duckweed,,,2530,,píng,apple + water,⿱ (top-bottom),⿱艹泙,"<span style=""color:#1a5276"">亦</span> <span style=""color:#666"">likewise</span> <span style=""color:#999"">(alias: apple)</span><br><span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span>",,RSH RTH,RSH2::L38
萎,wilt,,,2022,,wēi / wěi,flower + committee,⿱ (top-bottom),⿱艹委,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">委</span> <span style=""color:#666"">committee</span>",,RSH RTH RTK,RSH2::L25
萝,edible root,,,1583,,luó,flower + silk gauze,⿱ (top-bottom),⿱艹罗,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">罗</span> <span style=""color:#666"">silk gauze</span>",TH: 蘿 | JP: 蘿,RSH,RSH2::L10
萤,firefly,,,2123,,yíng,greenhouse + insect,⿱ (top-bottom),⿱𫇦虫,"<span style=""color:#1a5276"">囧荣－木</span> <span style=""color:#666"">greenhouse</span><br><span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span>",TH: 螢 | JP: 蛍,RSH,RSH2::L27
营,camp,,,869,,yíng,greenhouse + spine,⿱ (top-bottom),⿱𫇦吕,"<span style=""color:#1a5276"">囧荣－木</span> <span style=""color:#666"">greenhouse</span><br><span style=""color:#1a5276"">吕</span> <span style=""color:#666"">spine</span>",TH: 營 | JP: 営,RSH,RSH1::L27
萧,desolate,,,2214,,xiāo,flower + solemn,⿱ (top-bottom),⿱艹肃,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">肃</span> <span style=""color:#666"">solemn</span>",TH: 蕭 | JP: 蕭,RSH,RSH2::L30
萨,Samoa,,,2711,,Sà,flower + pinnacle + products,⿱ (top-bottom),⿱艹⿰阝产,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">阝</span> <span style=""color:#666"">pinnacle</span><br><span style=""color:#1a5276"">产</span> <span style=""color:#666"">products</span> <span style=""color:#999"">(alias: bungi-jumper)</span>",TH: 薩 | JP: 薩,RSH,RSH2::L44
落,fall,,,316,,lào / là / luò,L.A. + flower,⿱ (top-bottom),⿱艹洛,"<span style=""color:#1a5276"">洛</span> <span style=""color:#666"">L.A.</span><br><span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span>",,RSH RTH RTK,RSH1::L13
著,author,,,1040,,zhāo / zháo / zhe / zhuó,flower + puppet,⿱ (top-bottom),⿱艹者,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">者</span> <span style=""color:#666"">someone</span> <span style=""color:#999"">(alias: puppet)</span>",JP: 着,RSH RTH RTK,RSH1::L33
葛,kudzu,,,2108,,gé,flower + siesta,⿱ (top-bottom),⿱艹曷,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">曷</span> <span style=""color:#666"">siesta</span>",,RSH RTH RTK,RSH2::L26
葡,grapes (A),,,2993,,Pú / pú,flower + bound up + dog tag,⿱ (top-bottom),⿱艹匍,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">勹</span> <span style=""color:#666"">bound up</span><br><span style=""color:#1a5276"">甫</span> <span style=""color:#666"">Fu</span> <span style=""color:#999"">(alias: dog tag)</span>",,RSH RTH RTK,RSH2::Compounds
董,director,,,2657,,dǒng,flower + heavy,⿱ (top-bottom),⿱艹重,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">重</span> <span style=""color:#666"">heavy</span>",,RSH RTH,RSH2::L42
葬,inter,,,716,,zàng,flower + death + two hands,⿳ (top-mid-bottom),⿳艹死廾,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">死</span> <span style=""color:#666"">death</span><br><span style=""color:#1a5276"">开</span> <span style=""color:#666"">open</span> <span style=""color:#999"">(alias: two hands)</span>",,RSH RTH RTK,RSH1::L24
葱,onion,,,2131,,cōng,flower + hurriedly + heart,⿱ (top-bottom),⿱艹怱,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">匆</span> <span style=""color:#666"">hurriedly</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span>",TH: 蔥,RSH RTK,RSH2::L28
葵,large-flowered plants,,,2692,,kuí,flower + teepee + heavens,⿱ (top-bottom),⿱艹癸,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">癶</span> <span style=""color:#666"">teepee</span><br><span style=""color:#1a5276"">天</span> <span style=""color:#666"">heavens</span>",,RSH RTH RTK,RSH2::L43
蒂,fruit stem,,,1702,,dì,flower + sovereign,⿱ (top-bottom),⿱艹帝,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">帝</span> <span style=""color:#666"">sovereign</span>",,RSH RTH,RSH2::L18
蒋,Jiang,,,2469,,Jiǎng,General + flower,⿱ (top-bottom),⿱艹将,"<span style=""color:#1a5276"">将</span> <span style=""color:#666"">General</span><br><span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span>",TH: 蔣 | JP: 蔣,RSH,RSH2::L37
蒙,Mongolia,,,2125,,méng / mēng / Měng,greenhouse + ceiling + sow,⿱ (top-bottom),⿱艹冡,"<span style=""color:#1a5276"">囧荣－木</span> <span style=""color:#666"">greenhouse</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: ceiling)</span><br><span style=""color:#1a5276"">豕</span> <span style=""color:#666"">sow</span>",,RSH RTH RTK,RSH2::L27
蒜,garlic,,,2166,,suàn,altar + flower,⿱ (top-bottom),⿱艹祘,"<span style=""color:#1a5276"">示</span> <span style=""color:#666"">show</span> <span style=""color:#999"">(alias: altar)</span><br><span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span>",,RSH RTH RTK,RSH2::L29
蒲,cattail,,,2792,,pú,river mouth + flower,⿱ (top-bottom),⿱艹浦,"<span style=""color:#1a5276"">浦</span> <span style=""color:#666"">river mouth</span><br><span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span>",,RSH RTH RTK,RSH2::L48
蒸,steam,,,1413,,zhēng,flower + floor + cooking fire + -ed + water,⿱ (top-bottom),⿱艹烝,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">火</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: cooking fire)</span><br><span style=""color:#1a5276"">了</span> <span style=""color:#666"">-ed</span><br><span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span>",,RSH RTH RTK,RSH1::L50
蓄,save up,,,2414,,xù,flower + livestock,⿱ (top-bottom),⿱艹畜,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">畜</span> <span style=""color:#666"">livestock</span>",,RSH RTH RTK,RSH2::L35
蓉,cottonrose hibiscus (B),,,2990,,róng,flower + contain,⿱ (top-bottom),⿱艹容,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">容</span> <span style=""color:#666"">contain</span>",,RSH RTH RTK,RSH2::Compounds
蓝,blue,,,1143,,lán,flower + hidden camera,⿱ (top-bottom),⿱艹监,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">监</span> <span style=""color:#666"">supervise</span> <span style=""color:#999"">(alias: hidden camera)</span>",TH: 藍 | JP: 藍,RSH,RSH1::L37
蓬,disheveled,,,2586,,péng,flower + chance upon,⿱ (top-bottom),⿱艹逢,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">逢</span> <span style=""color:#666"">chance upon</span>",,RSH RTH RTK,RSH2::L39
蔑,despise,,,1665,,miè,flower + net + march,⿳ (top-mid-bottom),⿳艹罒戍,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: net)</span><br><span style=""color:#1a5276"">戌</span> <span style=""color:#666"">march</span>",,RSH RTH RTK,RSH2::L16
蔓,creeping vine,,,1976,,mán / màn,flower + mandala,⿱ (top-bottom),⿱艹曼,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">曼</span> <span style=""color:#666"">drawn out</span> <span style=""color:#999"">(alias: mandala)</span>",,RSH RTK,RSH2::L24
蔚,luxuriant,,,2164,,wèi,flower + Cardinal Richelieu,⿱ (top-bottom),⿱艹尉,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">尉</span> <span style=""color:#666"">Cardinal Richelieu</span>",,RSH RTH RTK,RSH2::L29
蔬,veggies,,,1922,,shū,flower + sparse,⿱ (top-bottom),⿱艹疏,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">疏</span> <span style=""color:#666"">sparse</span>",,RSH RTH,RSH2::L22
蔽,shelter,,,2041,,bì,flower + shredder,⿱ (top-bottom),⿱艹敝,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">敝</span> <span style=""color:#666"">shredder</span>",,RSH RTH RTK,RSH2::L25
蕉,banana,,,1773,,jiāo,flower + roast turkey,⿱ (top-bottom),⿱艹焦,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">焦</span> <span style=""color:#666"">apprehensive</span> <span style=""color:#999"">(alias: roast turkey)</span>",,RSH RTH RTK,RSH2::L20
蕴,amass,,,2496,,yùn,flower + thread + sun + dish,⿱ (top-bottom),⿱艹缊,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">纟</span> <span style=""color:#666"">thread</span><br><span style=""color:#1a5276"">日</span> <span style=""color:#666"">day</span> <span style=""color:#999"">(alias: sun)</span><br><span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span>",TH: 蘊 | JP: 蘊,RSH,RSH2::L37
蕾,flower bud,,,1691,,lěi,flower + thunder,⿱ (top-bottom),⿱艹雷,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">雷</span> <span style=""color:#666"">thunder</span>",,RSH RTH,RSH2::L18
薄,slight,,,2793,,bò / báo / bó,cattail + glued to,⿱ (top-bottom),⿱艹溥,"<span style=""color:#1a5276"">蒲</span> <span style=""color:#666"">cattail</span><br><span style=""color:#1a5276"">寸</span> <span style=""color:#666"">Chinese inch</span> <span style=""color:#999"">(alias: glued to)</span>",,RSH RTH RTK,RSH2::L48
薛,Xue,,,3005,,Xuē / xuē,flower + maestro + chili pepper,⿱ (top-bottom),⿱艹⿰𠂤辛,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">𠂤</span> <span style=""color:#666"">maestro</span><br><span style=""color:#1a5276"">辛</span> <span style=""color:#666"">peppery</span> <span style=""color:#999"">(alias: chili pepper)</span>",,RSH RTH,RSH2::Postscript
薪,fuel,,,1192,,xīn,flower + new,⿱ (top-bottom),⿱艹新,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">新</span> <span style=""color:#666"">new</span>",,RSH RTH RTK,RSH1::L38
薯,yam,,,2303,,shǔ,flower + add your John Hancock,⿱ (top-bottom),⿱艹署,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">署</span> <span style=""color:#666"">add your John Hancock</span>",,RSH RTH RTK,RSH2::L33
藉,in disorder,,,2852,,jiè / jí,flower + Christmas tree + times past,⿱ (top-bottom),⿱艹耤,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">耒</span> <span style=""color:#666"">Christmas tree</span><br><span style=""color:#1a5276"">昔</span> <span style=""color:#666"">times past</span>",,RSH RTH,RSH2::L51
藏,hide,,,1981,,Zàng / cáng / zàng,flower + bunk beds + parade + feudal official,⿱ (top-bottom),⿱艹臧,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">爿</span> <span style=""color:#666"">bunk beds</span><br><span style=""color:#1a5276"">戊</span> <span style=""color:#666"">parade</span><br><span style=""color:#1a5276"">臣</span> <span style=""color:#666"">feudal official</span> <span style=""color:#999"">(alias: underling)</span>",JP: 蔵,RSH RTH,RSH2::L24
藤,rattan,,,2250,,téng,flower + moon + quarter + snowflake,⿱ (top-bottom),⿱艹滕,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">月</span> <span style=""color:#666"">month</span> <span style=""color:#999"">(alias: moon)</span><br><span style=""color:#1a5276"">囧眷－目</span> <span style=""color:#666"">quarter</span><br><span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span>",,RSH RTH RTK,RSH2::L31
藻,algae,,,2333,,zǎo,flower + bath,⿱ (top-bottom),⿱艹澡,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">澡</span> <span style=""color:#666"">bath</span>",,RSH RTH RTK,RSH2::L33
蘑,mushroom (cap),,,2995,,mó,flower + grind,⿱ (top-bottom),⿱艹磨,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">磨</span> <span style=""color:#666"">grind</span>",,RSH,RSH2::Compounds
虎,tiger,,,1459,,hǔ,magic wand + diced + wind + zoo,⿸ (top-left-wrap),⿸虍几,"<span style=""color:#1a5276"">卜</span> <span style=""color:#666"">divination</span> <span style=""color:#999"">(alias: magic wand)</span><br><span style=""color:#1a5276"">七</span> <span style=""color:#666"">seven</span> <span style=""color:#999"">(alias: diced)</span><br><span style=""color:#1a5276"">几</span> <span style=""color:#666"">how many?</span> <span style=""color:#999"">(alias: wind)</span><br><span style=""color:#1a5276"">疋</span> <span style=""color:#666"">zoo</span>",,RSH RTH RTK,RSH1::L53 primitive
