character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,simplified,simplified_reading,simplified_decomposition,simplified_components,japanese,japanese_decomposition,japanese_components,deck,tags
傻,thick-headed,2941,2974,,shǎ,person + Farmer’s Almanac + animal legs + walking legs,⿰ (left-right),⿰亻𡕩,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">囟</span> <span style=""color:#666"">Farmer’s Almanac</span><br><span style=""color:#1a5276"">囧只－口</span> <span style=""color:#666"">animal legs</span><br><span style=""color:#1a5276"">夂</span> <span style=""color:#666"">walking legs</span>",,,,,,,,RSH RTH,RSH2::L55 RTH2::L55
磚,brick,2942,,,zhuān,stone + corncob pipe,⿰ (left-right),⿰石專,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span> <span style=""color:#999"">(alias: pebbles, rocks)</span><br><span style=""color:#1a5276"">專</span> <span style=""color:#666"">specialty</span> <span style=""color:#999"">(alias: corncob pipe)</span>",砖,zhuān,stone + corncob pipe,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span> <span style=""color:#999"">(alias: pebbles, rocks)</span><br><span style=""color:#1a5276"">专</span> <span style=""color:#666"">specialty</span> <span style=""color:#999"">(alias: corncob pipe)</span>",,,,RTH,RTH2::L55
惠,favor,2943,1794,,huì,one + day + insect + heart,⿱ (top-bottom),⿱{7}心,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor, ceiling)</span><br><span style=""color:#1a5276"">日</span> <span style=""color:#666"">day</span> <span style=""color:#999"">(alias: sun, tongue wagging in the mouth)</span><br><span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span>",,,,,恵,floor + shoot + heart,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">由</span> <span style=""color:#666"">wherefore</span> <span style=""color:#999"">(alias: shoot)</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span>",RSH RTH,RSH2::L21 RTH2::L55
穗,ear of grain,2944,2015,,Suì / suì,wild rice + favor,⿰ (left-right),⿰禾惠,"<span style=""color:#1a5276"">禾</span> <span style=""color:#666"">standing grain</span> <span style=""color:#999"">(alias: wild rice)</span><br><span style=""color:#1a5276"">惠</span> <span style=""color:#666"">favor</span>",,,,,穂,wild rice + favor,"<span style=""color:#1a5276"">禾</span> <span style=""color:#666"">standing grain</span> <span style=""color:#999"">(alias: wild rice)</span><br><span style=""color:#1a5276"">恵</span> <span style=""color:#666"">favor</span>",RSH RTH,RSH2::L25 RTH2::L55
曠,expansive,2945,,,kuàng,sun + cave,⿰ (left-right),⿰日廣,"<span style=""color:#1a5276"">日</span> <span style=""color:#666"">day</span> <span style=""color:#999"">(alias: sun)</span><br><span style=""color:#1a5276"">廣</span> <span style=""color:#666"">extensive</span> <span style=""color:#999"">(alias: cave)</span>",旷,kuàng,sun + cave,"<span style=""color:#1a5276"">日</span> <span style=""color:#666"">day</span> <span style=""color:#999"">(alias: sun)</span><br><span style=""color:#1a5276"">广</span> <span style=""color:#666"">extensive</span> <span style=""color:#999"">(alias: cave)</span>",,,,RTH,RTH2::L55
礦,mine,2946,,,kuàng,stone + cave,⿰ (left-right),⿰石廣,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span> <span style=""color:#999"">(alias: pebbles, rocks)</span><br><span style=""color:#1a5276"">廣</span> <span style=""color:#666"">extensive</span> <span style=""color:#999"">(alias: cave)</span>",矿,kuàng,stone + cave,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span> <span style=""color:#999"">(alias: pebbles, rocks)</span><br><span style=""color:#1a5276"">广</span> <span style=""color:#666"">extensive</span> <span style=""color:#999"">(alias: cave)</span>",鉱,gold + cave,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">広</span> <span style=""color:#666"">extensive</span> <span style=""color:#999"">(alias: cave)</span>",RTH,RTH2::L55
擴,enlarge,2947,,,kuò,fingers + cave,⿰ (left-right),⿰扌廣,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">廣</span> <span style=""color:#666"">extensive</span> <span style=""color:#999"">(alias: cave)</span>",扩,kuò,fingers + cave,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">广</span> <span style=""color:#666"">extensive</span> <span style=""color:#999"">(alias: cave)</span>",拡,fingers + cave,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">広</span> <span style=""color:#666"">extensive</span> <span style=""color:#999"">(alias: cave)</span>",RTH,RTH2::L55
聰,smart,2948,,,cōng,ear + GPS + heart,⿰ (left-right),⿰耳悤,"<span style=""color:#1a5276"">耳</span> <span style=""color:#666"">ear</span><br><span style=""color:#1a5276"">囱</span> <span style=""color:#666"">GPS</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span>",聪,cōng,ear + general,"<span style=""color:#1a5276"">耳</span> <span style=""color:#666"">ear</span><br><span style=""color:#1a5276"">总</span> <span style=""color:#666"">general</span>",聡,ear + public + heart,"<span style=""color:#1a5276"">耳</span> <span style=""color:#666"">ear</span><br><span style=""color:#1a5276"">公</span> <span style=""color:#666"">public</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span>",RTH,RTH2::L55
蔥,onion,2949,,,cōng,flower + GPS + heart,⿱ (top-bottom),⿱艹悤,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">囱</span> <span style=""color:#666"">GPS</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span>",葱,cōng,flower + hurriedly + heart,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">匆</span> <span style=""color:#666"">hurriedly</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span>",,,,RTH,RTH2::L55
膽,gall bladder,2950,,,dǎn,moon + snitch,⿰ (left-right),⿰月詹,"<span style=""color:#1a5276"">月</span> <span style=""color:#666"">month</span> <span style=""color:#999"">(alias: moon)</span><br><span style=""color:#1a5276"">詹</span> <span style=""color:#666"">snitch</span>",胆,dǎn,flesh + daybreak,"<span style=""color:#1a5276"">月</span> <span style=""color:#666"">month</span> <span style=""color:#999"">(alias: flesh)</span><br><span style=""color:#1a5276"">旦</span> <span style=""color:#666"">daybreak</span>",,,,RTH,RTH2::L55
瞻,look upward,2951,1648,,zhān,eyeball + snitch,⿰ (left-right),⿰目詹,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball)</span><br><span style=""color:#1a5276"">詹</span> <span style=""color:#666"">snitch</span>",,,,,,,,RSH RTH,RSH2::L15 RTH2::L55
摟,cuddle,2952,,,lōu / lǒu,fingers + mouth + floor + mouth + walking stick + woman,⿰ (left-right),⿰扌婁,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",搂,lōu / lǒu,fingers + bride,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">娄</span> <span style=""color:#666"">bride</span>",,,,RTH,RTH2::L55
屢,time and again,2953,,,lǚ,flag + mouth + floor + mouth + walking stick + woman,⿸ (top-left-wrap),⿸尸婁,"<span style=""color:#1a5276"">尸</span> <span style=""color:#666"">corpse</span> <span style=""color:#999"">(alias: flag)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",屡,lǚ,flag + bride,"<span style=""color:#1a5276"">尸</span> <span style=""color:#666"">corpse</span> <span style=""color:#999"">(alias: flag)</span><br><span style=""color:#1a5276"">娄</span> <span style=""color:#666"">bride</span>",,,,RTH,RTH2::L55
濁,turbid,2954,,835,zhuó,water + net + bound up + insect,⿰ (left-right),⿰氵蜀,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">罒</span> <span style=""color:#666"">net</span><br><span style=""color:#1a5276"">勹</span> <span style=""color:#666"">bound up</span><br><span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span>",浊,zhuó,water + insect,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span>",,,,RTH RTK,RTH2::L55 RTK1v5::L25
燭,candle,2955,,2539,zhú,flames + net + bound up + insect,⿰ (left-right),⿰火蜀,"<span style=""color:#1a5276"">火</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">罒</span> <span style=""color:#666"">net</span><br><span style=""color:#1a5276"">勹</span> <span style=""color:#666"">bound up</span><br><span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span>",烛,zhú,fire + insect,"<span style=""color:#1a5276"">火</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames, fireplace, cooking fire)</span><br><span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span>",,,,RTH RTK,RTH2::L55 RTK3v2::CH02
觸,touch,2956,,,chù,safe + net + bound up + insect,⿰ (left-right),⿰角蜀,"<span style=""color:#1a5276"">角</span> <span style=""color:#666"">angle</span> <span style=""color:#999"">(alias: safe)</span><br><span style=""color:#1a5276"">罒</span> <span style=""color:#666"">net</span><br><span style=""color:#1a5276"">勹</span> <span style=""color:#666"">bound up</span><br><span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span>",触,chù,safe + insect,"<span style=""color:#1a5276"">角</span> <span style=""color:#666"">angle</span> <span style=""color:#999"">(alias: safe)</span><br><span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span>",,,,RTH,RTH2::L55
囑,admonish,2957,,,zhǔ,mouth + belong to,⿰ (left-right),⿰口屬,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">屬</span> <span style=""color:#666"">belong to</span>",嘱,zhǔ,mouth + belong to,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">属</span> <span style=""color:#666"">belong to</span>",,,,RTH,RTH2::L55
欄,railing,2958,,1628,lán,tree + gate + tree + pent in + animal horns,⿰ (left-right),⿰木闌,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">門</span> <span style=""color:#666"">gate</span><br><span style=""color:#1a5276"">囗</span> <span style=""color:#666"">pent in</span><br><span style=""color:#1a5276"">丷</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span>",栏,lán,tree + orchid,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">兰</span> <span style=""color:#666"">orchid</span>",,,,RTH RTK,RTH2::L55 RTK1v5::L42
攔,impede,2959,,,lán,fingers + gate + tree + pent in + animal horns,⿰ (left-right),⿰扌闌,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">門</span> <span style=""color:#666"">gate</span><br><span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">囗</span> <span style=""color:#666"">pent in</span><br><span style=""color:#1a5276"">丷</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span>",拦,lán,fingers + orchid,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">兰</span> <span style=""color:#666"">orchid</span>",,,,RTH,RTH2::L55
蹤,tracks,2960,,,zōng,lower leg + assembly line,⿰ (left-right),⿰𧾷從,"<span style=""color:#1a5276"">𧾷</span> <span style=""color:#666"">lower leg</span> <span style=""color:#999"">(alias: wooden leg)</span><br><span style=""color:#1a5276"">從</span> <span style=""color:#666"">follow</span> <span style=""color:#999"">(alias: assembly line)</span>",踪,zōng,wooden leg + religion,"<span style=""color:#1a5276"">足</span> <span style=""color:#666"">lower leg</span> <span style=""color:#999"">(alias: wooden leg)</span><br><span style=""color:#1a5276"">宗</span> <span style=""color:#666"">religion</span>",,,,RTH,RTH2::L55
聳,shrug,2961,,,sǒng,assembly line + ear,⿱ (top-bottom),⿱從耳,"<span style=""color:#1a5276"">從</span> <span style=""color:#666"">follow</span> <span style=""color:#999"">(alias: assembly line)</span><br><span style=""color:#1a5276"">耳</span> <span style=""color:#666"">ear</span>",耸,sǒng,assembly line + ear,"<span style=""color:#1a5276"">从</span> <span style=""color:#666"">follow</span> <span style=""color:#999"">(alias: assembly line)</span><br><span style=""color:#1a5276"">耳</span> <span style=""color:#666"">ear</span>",,,,RTH,RTH2::L55
劑,pharmaceutical,2962,,,jì,identical + dagger,⿰ (left-right),⿰齊刂,"<span style=""color:#1a5276"">齊</span> <span style=""color:#666"">identical</span><br><span style=""color:#1a5276"">刂</span> <span style=""color:#666"">sword</span> <span style=""color:#999"">(alias: dagger)</span>",剂,jì,identical + saber,"<span style=""color:#1a5276"">齐</span> <span style=""color:#666"">identical</span><br><span style=""color:#1a5276"">刀</span> <span style=""color:#666"">sword</span> <span style=""color:#999"">(alias: saber)</span>",剤,identical + dagger,"<span style=""color:#1a5276"">斉</span> <span style=""color:#666"">identical</span><br><span style=""color:#1a5276"">刂</span> <span style=""color:#666"">sword</span> <span style=""color:#999"">(alias: dagger)</span>",RTH,RTH2::L55
齋,abstain from food,2963,,,zhāi,identical + dropdrop + walking stick + eyedropper,⿵ (surround-open-bottom),⿵齊𡭔,"<span style=""color:#1a5276"">齊</span> <span style=""color:#666"">identical</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",斋,zhāi,Highlander + comb,"<span style=""color:#1a5276"">文</span> <span style=""color:#666"">literature</span> <span style=""color:#999"">(alias: Highlander)</span><br><span style=""color:#1a5276"">而</span> <span style=""color:#666"">and</span> <span style=""color:#999"">(alias: comb)</span>",斎,identical + two + dropdrop + walking stick + eyedropper,"<span style=""color:#1a5276"">齐</span> <span style=""color:#666"">identical</span><br><span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",RTH,RTH2::L55
